mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
19	18	55	55	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	248													
19	18	105/2	105/2	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	249													
19	18	53	53	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	250													
19	18	107/2	107/2	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	251													
19	18	54	54	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	252													
19	18	105/2	105/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	253													
19	18	53	53	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	254													
19	18	107/2	107/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	255													
19	18	54	54	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	256													
19	18	109/2	109/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	257													
19	18	55	55	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	258													
20	19	111/2	111/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	259	mir												
20	19	56	56	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	260	im												
20	19	113/2	113/2	0.0	1/4	1/4	Tempo	3/4	1	1	0								ritardando	80.0			1.0					
20	19	113/2	113/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	261	Her-												
20	19	115/2	115/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	262	-zen												
20	19	58	58	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	263	ge-												
20	19	111/2	111/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	264													
20	19	56	56	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	265													
20	19	113/2	113/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	266													
20	19	57	57	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	267													
20	19	115/2	115/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	268													
20	19	58	58	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	269													
20	19	111/2	111/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	270													
20	19	56	56	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	271													
20	19	113/2	113/2	0.0	1/4	1/4	StaffText	3/4	3	1	0							ritardando										
20	19	113/2	113/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	272													
20	19	57	57	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	273													
20	19	115/2	115/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	274													
20	19	58	58	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	275													
21	20	117/2	117/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	276	-blie-												
21	20	119/2	119/2	0.0	1/4	1/4	Tempo	3/4	1	1	0								atempo	65.0			1.0					
21	20	119/2	119/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	277	-ben												
21	20	60	60	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	278	und												
21	20	121/2	121/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	279	nie-												
21	20	61	61	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	280	-mals												
21	20	117/2	117/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	281													
21	20	59	59	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	282													
21	20	119/2	119/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	283													
21	20	60	60	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	284									8				
21	20	121/2	121/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	285									8				
21	20	61	61	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	286													
21	20	117/2	117/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	287													
21	20	59	59	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	288													
21	20	119/2	119/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	289													
21	20	60	60	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	290									9				
21	20	121/2	121/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	291									9				
21	20	61	61	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	292													
22	21	123/2	123/2	0.0	0	0	Tempo	3/4	1	1	0								animato	70.0			1.0					
22	21	123/2	123/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	293	werd'												
22	21	125/2	125/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	294	ich												
22	21	63	63	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	295	die												
22	21	127/2	127/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	296	Wan-												
22	21	64	64	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	297	-gen												
22	21	123/2	123/2	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	298													
22	21	63	63	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	299													
22	21	127/2	127/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	300													
22	21	64	64	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	301													
22	21	123/2	123/2	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	302													
22	21	62	62	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	303													
22	21	125/2	125/2	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	304													
22	21	123/2	123/2	0.0	0	0	StaffText	3/4	3	1	0							animato										
22	21	123/2	123/2	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	305													
23	22	129/2	129/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	306	sehn								10				
23	22	131/2	131/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	307													
23	22	67	67	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	308	und												
23	22	129/2	129/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	309													
23	22	131/2	131/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	310													
23	22	66	66	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	311													
23	22	133/2	133/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	312													
23	22	67	67	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	313													
23	22	129/2	129/2	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	314													
23	22	66	66	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	315													
23	22	133/2	133/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	316													
23	22	67	67	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	317													
24	23	135/2	135/2	0.0	0	0	Spanner	3/4	1	1	0															9		
24	23	135/2	135/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	318	nie										9		
24	23	68	68	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	319	in's										9		
24	23	137/2	137/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	320	Au-										9		
24	23	139/2	139/2	0.0	1/2	1/2	Spanner	3/4	1	1	0																	
24	23	139/2	139/2	0.0	1/2	1/2	Spanner	3/4	1	1	0														10			
24	23	139/2	139/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	321	-ge									10			
24	23	70	70	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	322	Dir									10			
24	23	135/2	135/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	323													
24	23	68	68	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	324													
24	23	137/2	137/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	325													
24	23	139/2	139/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	326													
24	23	70	70	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	327													
24	23	137/2	137/2	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	328													
24	23	135/2	135/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	329													
24	23	68	68	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	330													
24	23	137/2	137/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	331													
24	23	139/2	139/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	332													
24	23	70	70	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	333													
24	23	137/2	137/2	2.0	1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	334													
25	24	141/2	141/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	335	bli-									10			
25	24	143/2	143/2	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
25	24	143/2	143/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	336	-cken,												
25	24	72	72	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	337	so												
25	24	145/2	145/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	338	wer-												
25	24	73	73	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	339	-den												
25	24	141/2	141/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	340													
25	24	143/2	143/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	341													
25	24	72	72	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	342									11				
25	24	145/2	145/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	343									11				
25	24	73	73	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	344													
25	24	141/2	141/2	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	345													
25	24	143/2	143/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	346													
25	24	72	72	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	347									12				
25	24	145/2	145/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	348									12				
25	24	73	73	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	349													
25	24	141/2	141/2	1.5	0	0	Chord	3/4	3	2	3/8		1/4	3/2	350													
26	25	147/2	147/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	351	sie												
26	25	149/2	149/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	352	mir												
26	25	75	75	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	353	in												
26	25	151/2	151/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	354	Ro-												
26	25	76	76	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	355	-sen												
26	25	147/2	147/2	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	356													
26	25	75	75	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	357													
26	25	151/2	151/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	358													
26	25	76	76	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	359													
26	25	147/2	147/2	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	360													
26	25	74	74	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	361													
26	25	149/2	149/2	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	362													
26	25	147/2	147/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	363													
26	25	74	74	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	364													
26	25	149/2	149/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	365													
26	25	75	75	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	366													
26	25	151/2	151/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	367													
26	25	76	76	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	368													
27	26	153/2	153/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	369	-stehn												
27	26	155/2	155/2	0.0	1/4	1/4	Tempo	3/4	1	1	0								ritenuto	72.0			1.0					
27	26	155/2	155/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	370													
27	26	78	78	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	371	und												
27	26	157/2	157/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	372	es												
27	26	79	79	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	373	den												
27	26	153/2	153/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	374													
27	26	77	77	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	375													
27	26	155/2	155/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	376													
27	26	78	78	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	377													
27	26	157/2	157/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	378													
27	26	79	79	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	379													
27	26	153/2	153/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	380													
27	26	77	77	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	381													
27	26	155/2	155/2	0.0	1/4	1/4	StaffText	3/4	3	1	0							ritenuto										
27	26	155/2	155/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	382													
27	26	78	78	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	383													
27	26	157/2	157/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	384													
27	26	79	79	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	385													
28	27	159/2	159/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	386	Strahl												
28	27	80	80	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	387	mir												
28	27	161/2	161/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	388	schik-												
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	389									13				
28	27	82	82	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	390													
28	27	159/2	159/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	391													
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	392													
28	27	82	82	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	393													
28	27	163/2	163/2	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	394													
28	27	159/2	159/2	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	395													
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	396													
28	27	82	82	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	397													
28	27	159/2	159/2	2.0	0	0	Chord	3/4	3	2	1/2		1/2	1	398													
28	27	163/2	163/2	1.0	1/2	1/2	Chord	3/4	3	2	1/4		1/4	1	399													
28	27	161/2	161/2	2.0	1/4	1/4	Chord	3/4	3	3	1/2		1/2	1	400													
29	28	165/2	165/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	401	-ken.												
29	28	165/2	165/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	402													
29	28	83	83	0.0	1/8	1/8	Dynamic	3/4	2	1	0						p											
29	28	84	84	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	403									14				
29	28	169/2	169/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	404									14				
29	28	85	85	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	405									14				
29	28	165/2	165/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	406													
29	28	83	83	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	407													
29	28	167/2	167/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	408													
29	28	84	84	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	409													
29	28	169/2	169/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	410													
29	28	85	85	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	411													
30	29	171/2	171/2	0.0	0	0	Spanner	3/4	2	1	0													14		10		
30	29	171/2	171/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	412									14		10		
30	29	86	86	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	413									14		10		
30	29	173/2	173/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	414									14		10		
30	29	175/2	175/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
30	29	175/2	175/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	415													
30	29	171/2	171/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	416													
30	29	86	86	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	417													
30	29	173/2	173/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	418													
30	29	175/2	175/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	419													
31	30	177/2	177/2	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	420													
31	30	90	90	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	421									15				
31	30	181/2	181/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	422									15				
31	30	91	91	0.0	5/8	5/8	StaffText	3/4	2	1	0							ritard.						15				
31	30	91	91	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	423									15				
31	30	177/2	177/2	0.0	0	0	Spanner	3/4	3	1	0																0	0
31	30	177/2	177/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	424												0	0
32	31	183/2	183/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	425									15				
32	31	92	92	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	426									15				
32	31	185/2	185/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	427									15				
32	31	93	93	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	428									15				
32	31	187/2	187/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	429													
32	31	94	94	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	430												0	0
33	32	189/2	189/2	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	431													
33	32	189/2	189/2	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	432												0	0
34	33	195/2	195/2	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	433													
34	33	195/2	195/2	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	434												0	0
34	33	201/2	201/2	0.0	3/4	3/4	Spanner	3/4	3	1	0																	
