mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_hairpin	crescendo_line
27	27	529/5	529/5	0.2		9/20	9/20	Chord	4/4	3	1	1/20		1/16	4/5	505														
27	27	107	107	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	506											55			
27	27	429/4	429/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	507											55			
27	27	215/2	215/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	508											55			
27	27	431/4	431/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	509														
28	28	108	108	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	510	lass	dich												
28	28	109	109	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	511	die	da-												
28	28	110	110	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	512	hei-	-für												
28	28	111	111	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	513	-sse	ver-												
28	28	108	108	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	514											56			
28	28	433/4	433/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	515											56			
28	28	217/2	217/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	516											56			
28	28	435/4	435/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	517														
28	28	109	109	0.2		1/4	1/4	Chord	4/4	3	1	1/20		1/16	4/5	518											57			
28	28	546/5	546/5	0.2		3/10	3/10	Chord	4/4	3	1	1/20		1/16	4/5	519											57			
28	28	547/5	547/5	0.2		7/20	7/20	Chord	4/4	3	1	1/20		1/16	4/5	520											57			
28	28	548/5	548/5	0.2		2/5	2/5	Chord	4/4	3	1	1/20		1/16	4/5	521											57			
28	28	549/5	549/5	0.2		9/20	9/20	Chord	4/4	3	1	1/20		1/16	4/5	522														
28	28	110	110	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	523											58			
28	28	661/6	661/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	524											58			
28	28	331/3	331/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	525											58			
28	28	221/2	221/2	0.0		5/8	5/8	Spanner	4/4	3	1	0															58		1	
28	28	221/2	221/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	526											58		1	
28	28	332/3	332/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	527											58		1	
28	28	665/6	665/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	528													1	
28	28	111	111	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	529											59		1	
28	28	667/6	667/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	530											59		1	
28	28	334/3	334/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	531											59		1	
28	28	223/2	223/2	0.16666666666666666		7/8	7/8	Chord	4/4	3	1	1/24		1/16	2/3	532											59		1	
28	28	335/3	335/3	0.16666666666666666		11/12	11/12	Chord	4/4	3	1	1/24		1/16	2/3	533											59		1	
28	28	671/6	671/6	0.16666666666666666		23/24	23/24	Chord	4/4	3	1	1/24		1/16	2/3	534													1	
29	29	112	112	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	535	Lie-	-klä-												
29	29	114	114	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	536	-be	-ren												
29	29	115	115	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	537	in's	mit												
29	29	114	114	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	538														
29	29	112	112	0.0		0	0	Spanner	4/4	3	1	0																		
29	29	112	112	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	539											60			
29	29	673/6	673/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	540											60			
29	29	337/3	337/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	541											60			
29	29	225/2	225/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	542											60			
29	29	338/3	338/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	543											60			
29	29	677/6	677/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	544														
29	29	113	113	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	545											61			
29	29	679/6	679/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	546											61			
29	29	340/3	340/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	547											61			
29	29	227/2	227/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	548											61			
29	29	341/3	341/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	549											61			
29	29	683/6	683/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	550											61			
30	30	116	116	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	551	Hei-	son-												
30	30	117	117	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	552	-lig-	-nen-												
30	30	118	118	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	553	-thum	-hel-												
30	30	119	119	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	554	hin-	-ler												
30	30	116	116	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	555											62			
30	30	697/6	697/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	556											62			
30	30	349/3	349/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	557											62			
30	30	233/2	233/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	558											62			
30	30	350/3	350/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	559											62			
30	30	701/6	701/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	560														
30	30	117	117	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	561											63			
30	30	703/6	703/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	562											63			
30	30	352/3	352/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	563											63			
30	30	235/2	235/2	0.0		3/8	3/8	Spanner	4/4	3	1	0															63		2	
30	30	235/2	235/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	564											63		2	
30	30	353/3	353/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	565											63		2	
30	30	707/6	707/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	566													2	
30	30	118	118	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	567											64		2	
30	30	709/6	709/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	568											64		2	
30	30	355/3	355/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	569											64		2	
30	30	237/2	237/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	570											64		2	
30	30	356/3	356/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	571											64		2	
30	30	713/6	713/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	572													2	
30	30	119	119	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	573											65		2	
30	30	715/6	715/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	574											65		2	
30	30	358/3	358/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	575											65		2	
30	30	239/2	239/2	0.16666666666666666		7/8	7/8	Chord	4/4	3	1	1/24		1/16	2/3	576											65		2	
30	30	359/3	359/3	0.16666666666666666		11/12	11/12	Chord	4/4	3	1	1/24		1/16	2/3	577											65		2	
30	30	719/6	719/6	0.16666666666666666		23/24	23/24	Chord	4/4	3	1	1/24		1/16	2/3	578													2	
31	31	120	120	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	579	ein,	Lust,												
31	31	123	123	0.0		3/4	3/4	Dynamic	4/4	1	1	0							f											
31	31	123	123	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	580	und	und												
31	31	122	122	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	581														
31	31	123	123	0.0		3/4	3/4	Dynamic	4/4	2	1	0							f											
31	31	123	123	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	582														
31	31	120	120	0.0		0	0	Spanner	4/4	3	1	0																		
31	31	120	120	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	583											66			
31	31	721/6	721/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	584											66			
31	31	361/3	361/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	585											66			
31	31	241/2	241/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	586											66			
31	31	362/3	362/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	587											66			
31	31	725/6	725/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	588														
31	31	121	121	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	589											67			
31	31	727/6	727/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	590											67			
31	31	364/3	364/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	591											67			
31	31	243/2	243/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	592											67			
31	31	365/3	365/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	593											67			
31	31	731/6	731/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	594														
31	31	123	123	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	595														
32	32	124	124	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	596	lass	dich												
32	32	125	125	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	597	die	da-												
32	32	126	126	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	598	hei-	-für												
32	32	127	127	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	599	-sse	ver-												
32	32	124	124	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	600											68			
32	32	745/6	745/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	601											68			
32	32	373/3	373/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	602											68			
32	32	249/2	249/2	0.125		1/8	1/8	Chord	4/4	3	1	1/32		1/32	1	603											68			
32	32	997/8	997/8	0.125		5/32	5/32	Chord	4/4	3	1	1/32		1/32	1	604											68			
32	32	499/4	499/4	0.125		3/16	3/16	Chord	4/4	3	1	1/32		1/32	1	605											68			
32	32	999/8	999/8	0.125		7/32	7/32	Chord	4/4	3	1	1/32		1/32	1	606														
32	32	125	125	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	607											69			
32	32	751/6	751/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	608											69			
32	32	376/3	376/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	609											69			
32	32	251/2	251/2	0.125		3/8	3/8	Chord	4/4	3	1	1/32		1/32	1	610											69			
32	32	1005/8	1005/8	0.125		13/32	13/32	Chord	4/4	3	1	1/32		1/32	1	611											69			
32	32	503/4	503/4	0.125		7/16	7/16	Chord	4/4	3	1	1/32		1/32	1	612											69			
32	32	1007/8	1007/8	0.125		15/32	15/32	Chord	4/4	3	1	1/32		1/32	1	613														
32	32	126	126	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	614											70			
32	32	757/6	757/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	615											70			
32	32	379/3	379/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	616											70			
32	32	253/2	253/2	0.125		5/8	5/8	Chord	4/4	3	1	1/32		1/32	1	617											70			
32	32	1013/8	1013/8	0.125		21/32	21/32	Chord	4/4	3	1	1/32		1/32	1	618											70			
32	32	507/4	507/4	0.125		11/16	11/16	Chord	4/4	3	1	1/32		1/32	1	619											70			
32	32	1015/8	1015/8	0.125		23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	620														
32	32	127	127	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	621											71			
32	32	763/6	763/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	622											71			
32	32	382/3	382/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	623											71			
32	32	255/2	255/2	0.125		7/8	7/8	Chord	4/4	3	1	1/32		1/32	1	624											71			
32	32	1021/8	1021/8	0.125		29/32	29/32	Chord	4/4	3	1	1/32		1/32	1	625											71			
32	32	511/4	511/4	0.125		15/16	15/16	Chord	4/4	3	1	1/32		1/32	1	626											71			
32	32	1023/8	1023/8	0.125		31/32	31/32	Chord	4/4	3	1	1/32		1/32	1	627														
33	33	128	128	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	628	Lie-	-klä-												
33	33	130	130	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	629	-be	-ren												
33	33	131	131	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	630	in's	mit												
33	33	130	130	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	631														
33	33	131	131	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	632														
33	33	128	128	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	633											72			
33	33	769/6	769/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	634											72			
33	33	385/3	385/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	635											72			
33	33	257/2	257/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	636											72			
33	33	386/3	386/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	637											72			
33	33	773/6	773/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	638														
33	33	129	129	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	639											73			
33	33	775/6	775/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	640											73			
33	33	388/3	388/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	641											73			
33	33	259/2	259/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	642											73			
33	33	389/3	389/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	643											73			
33	33	779/6	779/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	644														
33	33	130	130	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	645														
33	33	131	131	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	646														
34	34	132	132	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	647	Hei-	son-												
34	34	133	133	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	648	-lig-	-nen-												
34	34	134	134	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	649	-thum	-hel-												
34	34	135	135	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	650	hin-	-ler												
34	34	132	132	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	651											74			
34	34	793/6	793/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	652											74			
34	34	397/3	397/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	653											74			
34	34	265/2	265/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	654											74			
34	34	398/3	398/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	655											74			
34	34	797/6	797/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	656														
34	34	133	133	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	657											75			
34	34	799/6	799/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	658											75			
34	34	400/3	400/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	659											75			
34	34	267/2	267/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	660											75			
34	34	401/3	401/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	661											75			
34	34	803/6	803/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	662														
34	34	134	134	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	663											76			
34	34	805/6	805/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	664											76			
34	34	403/3	403/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	665											76			
34	34	269/2	269/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	666											76			
34	34	404/3	404/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	667											76			
34	34	809/6	809/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	668														
34	34	135	135	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	669											77			
34	34	811/6	811/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	670											77			
34	34	406/3	406/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	671											77			
34	34	271/2	271/2	0.16666666666666666		7/8	7/8	Chord	4/4	3	1	1/24		1/16	2/3	672											77			
34	34	407/3	407/3	0.16666666666666666		11/12	11/12	Chord	4/4	3	1	1/24		1/16	2/3	673											77			
34	34	815/6	815/6	0.16666666666666666		23/24	23/24	Chord	4/4	3	1	1/24		1/16	2/3	674														
35	35		136	3.0	1	0	0	Chord	4/4	1	1	3/4		1/2	3/2	675	-ein.													
35	35		138	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	676														
35	35		139	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	677														
35	35		136	0.16666666666666666	1	0	0	Chord	4/4	3	1	1/24		1/16	2/3	678											78			
35	35		817/6	0.16666666666666666	1	1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	679											78			
35	35		409/3	0.16666666666666666	1	1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	680											78			
35	35		273/2	0.16666666666666666	1	1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	681											78			
35	35		410/3	0.16666666666666666	1	1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	682											78			
35	35		821/6	0.16666666666666666	1	5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	683														
35	35		137	0.16666666666666666	1	1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	684											79			
35	35		823/6	0.16666666666666666	1	7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	685											79			
35	35		412/3	0.16666666666666666	1	1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	686											79			
35	35		275/2	0.16666666666666666	1	3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	687											79			
35	35		413/3	0.16666666666666666	1	5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	688											79			
35	35		827/6	0.16666666666666666	1	11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	689														
35	35		139	0.5	1	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	690														
36	35	136	140	3.0	2	0	0	Chord	4/4	1	1	3/4		1/2	3/2	691	Lust.													
36	35	138	142	0.5	2	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	692														
36	35	139	143	0.5	2	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	693														
36	35	136	140	0.16666666666666666	2	0	0	Chord	4/4	3	1	1/24		1/16	2/3	694											80			
36	35	817/6	841/6	0.16666666666666666	2	1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	695											80			
36	35	409/3	421/3	0.16666666666666666	2	1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	696											80			
36	35	273/2	281/2	0.16666666666666666	2	1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	697											80			
36	35	410/3	422/3	0.16666666666666666	2	1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	698											80			
36	35	821/6	845/6	0.16666666666666666	2	5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	699														
36	35	137	141	0.16666666666666666	2	1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	700											81			
36	35	823/6	847/6	0.16666666666666666	2	7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	701											81			
36	35	412/3	424/3	0.16666666666666666	2	1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	702											81			
36	35	275/2	283/2	0.16666666666666666	2	3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	703											81			
36	35	413/3	425/3	0.16666666666666666	2	5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	704											81			
36	35	827/6	851/6	0.16666666666666666	2	11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	705														
36	35	139	143	0.5	2	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	706														
37	36	140	144	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	707														
37	36	141	145	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	708														
37	36	142	146	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	709														
37	36	143	147	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	710														
37	36	140	144	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	711											82			
37	36	841/6	865/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	712											82			
37	36	421/3	433/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	713											82			
37	36	281/2	289/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	714											82			
37	36	422/3	434/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	715											82			
37	36	845/6	869/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	716														
37	36	141	145	0.2		1/4	1/4	Chord	4/4	3	1	1/20		1/16	4/5	717											83			
37	36	706/5	726/5	0.2		3/10	3/10	Chord	4/4	3	1	1/20		1/16	4/5	718											83			
37	36	707/5	727/5	0.2		7/20	7/20	Chord	4/4	3	1	1/20		1/16	4/5	719											83			
37	36	708/5	728/5	0.2		2/5	2/5	Chord	4/4	3	1	1/20		1/16	4/5	720											83			
37	36	709/5	729/5	0.2		9/20	9/20	Chord	4/4	3	1	1/20		1/16	4/5	721											83			
37	36	143	147	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	722														
38	37	144	148	0.125		0	0	Chord	4/4	3	1	1/32		1/32	1	723											84			
38	37	1153/8	1185/8	0.125		1/32	1/32	Chord	4/4	3	1	1/32		1/32	1	724											84			
38	37	577/4	593/4	0.125		1/16	1/16	Chord	4/4	3	1	1/32		1/32	1	725											84			
38	37	1155/8	1187/8	0.125		3/32	3/32	Chord	4/4	3	1	1/32		1/32	1	726											84			
38	37	289/2	297/2	0.125		1/8	1/8	Chord	4/4	3	1	1/32		1/32	1	727											84			
38	37	1157/8	1189/8	0.125		5/32	5/32	Chord	4/4	3	1	1/32		1/32	1	728											84			
38	37	579/4	595/4	0.125		3/16	3/16	Chord	4/4	3	1	1/32		1/32	1	729											84			
38	37	1159/8	1191/8	0.125		7/32	7/32	Chord	4/4	3	1	1/32		1/32	1	730														
38	37	145	149	0.125		1/4	1/4	Chord	4/4	3	1	1/32		1/32	1	731											85			
38	37	1161/8	1193/8	0.125		9/32	9/32	Chord	4/4	3	1	1/32		1/32	1	732											85			
38	37	581/4	597/4	0.125		5/16	5/16	Chord	4/4	3	1	1/32		1/32	1	733											85			
38	37	1163/8	1195/8	0.125		11/32	11/32	Chord	4/4	3	1	1/32		1/32	1	734											85			
38	37	291/2	299/2	0.125		3/8	3/8	Chord	4/4	3	1	1/32		1/32	1	735											85			
38	37	1165/8	1197/8	0.125		13/32	13/32	Chord	4/4	3	1	1/32		1/32	1	736											85			
38	37	583/4	599/4	0.0		7/16	7/16	Spanner	4/4	3	1	0															85	0		
38	37	583/4	599/4	0.125		7/16	7/16	Chord	4/4	3	1	1/32		1/32	1	737											85	0		
38	37	1167/8	1199/8	0.125		15/32	15/32	Chord	4/4	3	1	1/32		1/32	1	738												0		
38	37	146	150	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	739											86	0		
38	37	877/6	901/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	740											86	0		
38	37	439/3	451/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	741											86	0		
38	37	293/2	301/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	742											86	0		
38	37	440/3	452/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	743											86	0		
38	37	881/6	905/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	744												0		
38	37	147	151	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	745											87	0		
38	37	883/6	907/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	746											87	0		
38	37	442/3	454/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	747											87	0		
38	37	295/2	303/2	0.16666666666666666		7/8	7/8	Chord	4/4	3	1	1/24		1/16	2/3	748											87	0		
38	37	443/3	455/3	0.16666666666666666		11/12	11/12	Chord	4/4	3	1	1/24		1/16	2/3	749											87	0		
38	37	887/6	911/6	0.16666666666666666		23/24	23/24	Chord	4/4	3	1	1/24		1/16	2/3	750												0		
39	38	889/6	913/6	0.0		1/24	1/24	Dynamic	4/4	2	1	0							pp											
39	38	148	152	0.0		0	0	Spanner	4/4	3	1	0																		
39	38	148	152	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	751											88			
