mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
4	4	28/3	28/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	26
4	4	28/3	28/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		6	66	F#4	4	26
4	4	28/3	28/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		0	72	C5	5	26
4	4	29/3	29/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	34
4	4	29/3	29/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-9	57	Bbb3	3	34
4	4	29/3	29/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	27
4	4	29/3	29/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		6	66	F#4	4	27
4	4	29/3	29/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		0	72	C5	5	27
4	4	10	10	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	35
4	4	10	10	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	35
4	4	10	10	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	28
4	4	10	10	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		1	67	G4	4	28
4	4	10	10	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	28
4	4	10	10	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	24
4	4	21/2	21/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	36
4	4	21/2	21/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	36
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	29
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	29
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	29
4	4	11	11	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	37
4	4	11	11	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		5	59	B3	3	37
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	30
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	30
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		2	74	D5	5	30
4	4	11	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	25
4	4	23/2	23/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	38
4	4	23/2	23/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		5	59	B3	3	38
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	31
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	31
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	31
5	5	12	12	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-4	44	Ab2	2	49
5	5	12	12	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	39
5	5	37/3	37/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		0	60	C4	4	50
5	5	37/3	37/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	43
5	5	37/3	37/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	43
5	5	37/3	37/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	75	Eb5	5	43
5	5	38/3	38/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		0	60	C4	4	51
5	5	38/3	38/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	44
5	5	38/3	38/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	44
5	5	38/3	38/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	75	Eb5	5	44
5	5	13	13	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		0	60	C4	4	52
5	5	13	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	45
5	5	13	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	45
5	5	13	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	45
5	5	27/2	27/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	53
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	46
5	5	27/2	27/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-3	63	Eb4	4	53
5	5	27/2	27/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	40
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	46
5	5	14	14	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	54
5	5	14	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	47
5	5	14	14	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-1	65	F4	4	54
5	5	14	14	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77	F5	5	41
5	5	14	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	77	F5	5	47
5	5	29/2	29/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	55
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	48
5	5	29/2	29/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-3	63	Eb4	4	55
5	5	29/2	29/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	42
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	48
6	6	15	15	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-3	39	Eb2	2	61
6	6	15	15	2.0	0	0	3/4	1	1	1/2		1/2	1		-2	70	Bb4	4	56
6	6	46/3	46/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	62
6	6	46/3	46/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	62
6	6	46/3	46/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	58
6	6	46/3	46/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		1	67	G4	4	58
6	6	46/3	46/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	58
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	63
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	63
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	59
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		1	67	G4	4	59
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	59
6	6	16	16	2.0	1/4	1/4	3/4	3	1	1/2	1/2_r8_0	1/2	1		-3	51	Eb3	3	64
6	6	16	16	2.0	1/4	1/4	3/4	3	1	1/2	1/2_r8_0	1/2	1		-2	58	Bb3	3	64
6	6	16	16	2.0	1/4	1/4	3/4	2	1	1/2	1/2_r8_0	1/2	1		-3	63	Eb4	4	60
6	6	16	16	2.0	1/4	1/4	3/4	2	1	1/2	1/2_r8_0	1/2	1		1	67	G4	4	60
6	6	16	16	2.0	1/4	1/4	3/4	2	1	1/2	1/2_r8_0	1/2	1		-2	70	Bb4	4	60
6	6	35/2	35/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	57
7	7	18	18	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	76
7	7	18	18	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	65
7	7	55/3	55/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-3	63	Eb4	4	77
7	7	55/3	55/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-6	66	Gb4	4	70
7	7	55/3	55/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	70
7	7	56/3	56/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-3	63	Eb4	4	78
7	7	56/3	56/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-6	66	Gb4	4	71
7	7	56/3	56/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	71
7	7	19	19	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-3	63	Eb4	4	79
7	7	19	19	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-6	66	Gb4	4	72
7	7	19	19	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	72
7	7	39/2	39/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-3	63	Eb4	4	80
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-6	66	Gb4	4	73
7	7	39/2	39/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	66
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	73
7	7	20	20	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	81
7	7	20	20	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	74
7	7	20	20	0.3333333333333333	1/2	1/2	3/4	1	1	1/12		1/8	2/3		-2	70	Bb4	4	67
7	7	20	20	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	74
7	7	61/3	61/3	0.3333333333333333	7/12	7/12	3/4	1	1	1/12		1/8	2/3		-2	70	Bb4	4	68
7	7	41/2	41/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	82
7	7	41/2	41/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-3	63	Eb4	4	82
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	75
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	75
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	75
7	7	62/3	62/3	0.3333333333333333	2/3	2/3	3/4	1	1	1/12		1/8	2/3		0	72	C5	5	69
8	8	21	21	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-2	46	Bb2	2	92
8	8	21	21	1.0	0	0	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	83
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	93
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-5	61	Db4	4	93
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	86
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	86
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	73	Db5	5	86
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	94
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-5	61	Db4	4	94
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	87
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	87
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	73	Db5	5	87
8	8	22	22	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	95
8	8	22	22	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	95
8	8	22	22	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	F4	4	88
8	8	22	22	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	88
8	8	22	22	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	88
8	8	22	22	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	84
8	8	45/2	45/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	96
8	8	45/2	45/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	96
8	8	45/2	45/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	89
8	8	45/2	45/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	89
8	8	45/2	45/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	89
8	8	23	23	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	97
8	8	23	23	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	97
8	8	23	23	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	90
8	8	23	23	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	90
8	8	23	23	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	90
8	8	47/2	47/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	98
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	91
8	8	47/2	47/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	85
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	91
9	9	24	24	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-5	37	Db2	2	108
9	9	24	24	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-4	68	Ab4	4	99
9	9	73/3	73/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-5	49	Db3	3	109
9	9	73/3	73/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	109
9	9	73/3	73/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	103
9	9	73/3	73/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	103
9	9	73/3	73/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	103
9	9	74/3	74/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-5	49	Db3	3	110
9	9	74/3	74/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	110
9	9	74/3	74/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	104
9	9	74/3	74/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	104
9	9	74/3	74/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	104
9	9	25	25	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-5	49	Db3	3	111
9	9	25	25	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	111
9	9	25	25	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	105
9	9	25	25	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	F4	4	105
9	9	25	25	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	105
9	9	51/2	51/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-5	49	Db3	3	112
9	9	51/2	51/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	112
9	9	51/2	51/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	106
9	9	51/2	51/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	106
9	9	51/2	51/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	100
9	9	51/2	51/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	106
9	9	26	26	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	34	Bb1	1	113
9	9	26	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	101
9	9	53/2	53/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-2	46	Bb2	2	114
9	9	53/2	53/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	114
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	107
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	107
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	107
9	9	53/2	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	102
10	10	27	27	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-3	39	Eb2	2	123
10	10	27	27	2.0	0	0	3/4	1	1	1/2		1/2	1		-2	70	Bb4	4	115
10	10	82/3	82/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	124
10	10	82/3	82/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		1	55	G3	3	124
10	10	82/3	82/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	117
10	10	82/3	82/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	117
10	10	82/3	82/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	117
10	10	83/3	83/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	125
10	10	83/3	83/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		1	55	G3	3	125
10	10	83/3	83/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	118
10	10	83/3	83/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	118
10	10	83/3	83/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	118
10	10	28	28	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	126
10	10	28	28	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		1	55	G3	3	126
10	10	28	28	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	119
10	10	28	28	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	119
10	10	28	28	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	119
10	10	57/2	57/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	127
10	10	57/2	57/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	127
10	10	57/2	57/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	120
10	10	57/2	57/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	120
10	10	29	29	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	128
10	10	29	29	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	128
10	10	29	29	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	121
10	10	29	29	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	121
10	10	59/2	59/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	129
10	10	59/2	59/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		1	55	G3	3	129
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	122
10	10	59/2	59/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	116
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	122
11	11	30	30	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-4	44	Ab2	2	140
11	11	30	30	1.5	0	0	3/4	1	1	3/8		1/4	3/2		0	72	C5	5	130
11	11	91/3	91/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	141
11	11	91/3	91/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		0	60	C4	4	141
11	11	91/3	91/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	134
11	11	91/3	91/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		0	72	C5	5	134
